return_id,election_id,name_on_return,party,member_id,unopposed,votes,winner
147444,45271,James Fitzpatrick,Socialist Labour,,,533,0
147445,45271,Samuel Robson,Socialist Alliance,,,485,0
147728,45331,Tim Loughton,Conservative,12698,,18608,1
147729,45331,Daniel Yates,Labour,,,12469,0
147730,45331,Paul Elgood,Liberal Democrat,,,9876,0
147731,45331,Jim McCulloch,United Kingdom Independence,,,1195,0
147732,45331,Christopher Baldwin,Legalise Cannabis Alliance,,,920,0
147467,45277,David Trimble,Ulster Unionist,12303,,17095,1
147468,45277,David Simpson,Democratic Unionist,,,15037,0
147469,45277,Dara O'Hagan,Sinn Féin,,,10770,0
147470,45277,Dolores Kelly,Social Democratic and Labour,,,7607,0
147471,45277,Tom French,Workers',,,527,0
147459,45275,Martin McGuinness,Sinn Féin,12673,,25502,1
147460,45275,Ian McCrea,Democratic Unionist,,,15549,0
147461,45275,Eilis Haughey,Social Democratic and Labour,,,8376,0
147462,45275,Francie Donnelly,Workers',,,509,0
147456,45274,Pat Doherty,Sinn Féin,12793,,19814,1
147457,45274,William Thompson,Ulster Unionist,,,14774,0
147458,45274,Brid Rodgers,Social Democratic and Labour,,,13942,0
147463,45276,Angela Watkinson,Conservative,12794,,15410,1
147464,45276,Keith Darvill,Labour,,,14169,0
147465,45276,Peter Truesdale,Liberal Democrat,,,3183,0
147466,45276,Terry Murray,United Kingdom Independence,,,1089,0
147496,45283,David Hinchliffe,Labour,12276,,20592,1
147497,45283,Thelma Karran,Conservative,,,12638,0
147498,45283,Douglas Dale,Liberal Democrat,,,5097,0
147499,45283,Sarah Greenwood,Green,,,1075,0
147500,45283,Janice Cannon,United Kingdom Independence,,,677,0
147501,45283,Abdul Aziz,Socialist Labour,,,634,0
147502,45283,Mick Griffiths,Socialist Alliance,,,541,0
147472,45278,John Randall,Conservative,12675,,15751,1
147473,45278,David Salisbury-Jones,Labour,,,13653,0
147474,45278,Catherine Royce,Liberal Democrat,,,3426,0
147475,45278,Paul Cannons,United Kingdom Independence,,,588,0
147490,45282,Kate Hoey,Labour,12295,,19738,1
147491,45282,Anthony Bottrall,Liberal Democrat,,,6720,0
147492,45282,Gareth Compton,Conservative,,,4489,0
147493,45282,Shane Collins,Green,,,1485,0
147494,45282,Theresa Bennett,Socialist Alliance,,,853,0
147495,45282,Martin Boyd,Independent,,,107,0
147481,45280,John Smith,Labour,12294,,20524,1
147482,45280,Susan Inkin,Conservative,,,15824,0
147483,45280,Dewi Smith,Liberal Democrat,,,5521,0
147484,45280,Chris Franks,Plaid Cymru,,,2867,0
147485,45280,Niall Warry,United Kingdom Independence,,,448,0
147476,45279,Chris Ruane,Labour,12676,,16179,1
147477,45279,Brendan Murphy,Conservative,,,10418,0
147478,45279,Graham Rees,Liberal Democrat,,,3058,0
147479,45279,John Penri Williams,Plaid Cymru,,,2300,0
147480,45279,William Campbell,United Kingdom Independence,,,391,0
147486,45281,Anne McIntosh,Conservative,12677,,25033,1
147487,45281,Christopher Jukes,Labour,,,12516,0
147488,45281,Greg Stone,Liberal Democrat,,,9799,0
147489,45281,Peter Thornber,United Kingdom Independence,,,1142,0
147556,45295,Mike O'Brien,Labour,12432,,24023,1
147557,45295,Geoff Parsons,Conservative,,,14384,0
147558,45295,William Powell,Liberal Democrat,,,5052,0
147559,45295,John Flynn,United Kingdom Independence,,,950,0
147516,45287,Neil Gerrard,Labour,12429,,21402,1
147517,45287,Nick Boy Smith,Conservative,,,6221,0
147518,45287,Peter Dunphy,Liberal Democrat,,,5024,0
147519,45287,Simon Donovan,Socialist Alternative,,,806,0
147520,45287,William Phillips,British National,,,389,0
147521,45287,Gerda Mayer,United Kingdom Independence,,,298,0
147522,45287,Barbara Duffy,ProLife Alliance,,,289,0
147506,45285,David Winnick,Labour,11989,,18779,1
147507,45285,Melvin Pitt,Conservative,,,9388,0
147508,45285,Michael Heap,Liberal Democrat,,,2923,0
147509,45285,Jenny Mayo,United Kingdom Independence,,,812,0
147510,45285,Dave Church,Socialist Alliance,,,410,0
147511,45286,Bruce George,Labour,11842,,20574,1
147512,45286,Michael Bird,Conservative,,,10643,0
147513,45286,Bill Tomlinson,Liberal Democrat,,,2365,0
147514,45286,Derek Bennett,United Kingdom Independence,,,974,0
147515,45286,Peter Smith,Socialist Alliance,,,343,0
147584,45300,Mike Hall,Labour,12431,,20611,1
147585,45300,Carl Cross,Conservative,,,10974,0
147586,45300,Nigel Griffiths,Liberal Democrat,,,5643,0
147587,45300,Michael Cooksley,Independent,,,1484,0
147588,45300,Jim Bradshaw,United Kingdom Independence,,,559,0
147551,45294,James Plaskitt,Labour,12682,,26108,1
147552,45294,David Campbell-Bannerman,Conservative,,,20155,0
147553,45294,Linda Forbes,Liberal Democrat,,,5964,0
147554,45294,Clare Kime,Socialist Alliance,,,664,0
147555,45294,Greville Warwick,United Kingdom Independence,,,648,0
147523,45288,Denis Murphy,Labour,12678,,21617,1
147524,45288,Alan Thompson,Liberal Democrat,,,8516,0
147525,45288,Rachael Lake,Conservative,,,4774,0
147526,45288,Michael Kirkup,Independent,,,1076,0
147527,45288,Nic F Best,Green,,,954,0
147528,45288,Gavin Attwell,United Kingdom Independence,,,482,0
147529,45289,Dan Norris,Labour,12679,,22706,1
147530,45289,Chris Watt,Conservative,,,17593,0
147531,45289,Gail Coleshill,Liberal Democrat,,,7135,0
147532,45289,Francis Hayden,Green,,,958,0
147533,45289,Peter Sandell,United Kingdom Independence,,,655,0
147534,45290,Robert Jackson,Conservative,12151,,19475,1
147535,45290,Stephen Beer,Labour,,,13875,0
147536,45290,Neil Fawcett,Liberal Democrat,,,13776,0
147537,45290,David Brooks-Saxl,Green,,,1062,0
147538,45290,Nikolai Tolstoy,United Kingdom Independence,,,941,0
147547,45293,Helen Southworth,Labour,12681,,22409,1
147548,45293,Caroline Mosley,Conservative,,,15022,0
147549,45293,Roger Barlow,Liberal Democrat,,,7419,0
147550,45293,Joan Kelley,United Kingdom Independence,,,637,0
147543,45292,Helen Jones,Labour,12680,,24026,1
147544,45292,James Usher,Conservative,,,8870,0
147545,45292,Roy Smith,Liberal Democrat,,,5232,0
147546,45292,Jack Kirkham,United Kingdom Independence,,,782,0
147539,45291,John Spellar,Labour,12430,,19007,1
147540,45291,Mark Pritchard,Conservative,,,7157,0
147541,45291,Ron Cockings,Liberal Democrat,,,3315,0
147542,45291,Harbhajan Dardi,Socialist Labour,,,1936,0
147572,45298,Jane Kennedy,Labour,12391,,20155,1
147573,45298,Christopher Newby,Liberal Democrat,,,7836,0
147574,45298,Geoffrey Allen,Conservative,,,3091,0
147575,45298,Michael Lane,Socialist Labour,,,359,0
147576,45298,Mark O'Brien,Socialist Alliance,,,349,0
147577,45298,Neil Miney,United Kingdom Independence,,,348,0
147578,45299,Charles Hendry,Conservative,12378,,26279,1
147579,45299,Steve Murphy,Liberal Democrat,,,12507,0
147580,45299,Kathy Fordham,Labour,,,10705,0
147581,45299,Keith Riddle,United Kingdom Independence,,,1539,0
147582,45299,Julian Salmon,Green,,,1273,0
147583,45299,Cyril Thornton,Pensioner Coalition,,,453,0
147560,45296,Claire Ward,Labour,12683,,20992,1
147561,45296,Michael McManus,Conservative,,,15437,0
147562,45296,Duncan Hames,Liberal Democrat,,,8088,0
147563,45296,Denise Kingsley,Green,,,900,0
147564,45296,Edmund Stewart-Mole,United Kingdom Independence,,,535,0
147565,45296,Jon Berry,Socialist Alliance,,,420,0
147566,45297,Bob Blizzard,Labour,12684,,23914,1
147567,45297,Lee Scott,Conservative,,,15361,0
147568,45297,David Young,Liberal Democrat,,,5370,0
147569,45297,Brian Aylett,United Kingdom Independence,,,1097,0
147570,45297,Graham Elliot,Green,,,983,0
147571,45297,Rupert Mallin,Socialist Alliance,,,442,0
147724,45330,Terry Lewis,Labour,12155,,20193,1
147725,45330,Tobias Ellwood,Conservative,,,8406,0
147726,45330,Robert Bleakley,Liberal Democrat,,,6188,0
147727,45330,Dorothy Entwistle,Socialist Labour,,,576,0
147598,45303,Miss Melanie Johnson,Labour,12686,,18484,1
147599,45303,Grant Shapps,Conservative,,,17288,0
147600,45303,Daniel Cooke,Liberal Democrat,,,6021,0
147601,45303,Malcolm Biggs,United Kingdom Independence,,,798,0
147602,45303,Fiona Pinto,ProLife Alliance,,,230,0
147593,45302,David Heathcoat-Amory,Conservative,12153,,22462,1
147594,45302,Graham Oakes,Liberal Democrat,,,19666,0
147595,45302,Andy Merryfield,Labour,,,7915,0
147596,45302,Steve Reed,United Kingdom Independence,,,1104,0
147597,45302,Colin R Bex,Wessex Regionalists,,,167,0
147663,45316,Michael Trend,Conservative,12434,,19900,1
147664,45316,Nick Pinfield,Liberal Democrat,,,11011,0
147665,45316,Mark Muller,Labour,,,10137,0
147666,45316,John Fagan,United Kingdom Independence,,,1062,0
147607,45305,Tom Watson,Labour,12795,,18250,1
147608,45305,David MacFarlane,Conservative,,,8487,0
147609,45305,Ian Garrett,Liberal Democrat,,,4507,0
147610,45305,Steven Grey,United Kingdom Independence,,,835,0
147611,45305,Sheera Johal,Socialist Labour,,,585,0
147603,45304,John Healey,Labour,12687,,22798,1
147604,45304,Mike Roberts,Conservative,,,6349,0
147605,45304,David Wildgoose,Liberal Democrat,,,3652,0
147606,45304,John Wilkinson,United Kingdom Independence,,,979,0
147628,45309,Calum MacDonald,Labour,12282,,5924,1
147629,45309,Alasdair Nicholson,Scottish National,,,4850,0
147630,45309,Douglas Taylor,Conservative,,,1250,0
147631,45309,John Horne,Liberal Democrat,,,849,0
147632,45309,Joanne Telfer,Scottish Socialist,,,286,0
147658,45315,Mark Oaten,Liberal Democrat,12692,,32282,1
147659,45315,Andrew Hayes,Conservative,,,22648,0
147660,45315,Stephen Wyeth,Labour,,,3498,0
147661,45315,Joan Martin,United Kingdom Independence,,,664,0
147662,45315,Henrietta Rouse,Wessex Regionalists,,,66,0
145859,44956,Malcolm G Bruce,Liberal Democrat,12056,,15928,1
145860,44956,Nanette Milne,Conservative,,,8049,0
145861,44956,Rhona Kemp,Scottish National,,,5760,0
145862,44956,Ellis Thorpe,Labour,,,4730,0
145863,44956,John Sangster,Scottish Socialist,,,534,0
147612,45306,Adrian Bailey,Labour/Co-operative,12711,,19352,1
147613,45306,Karen Bissell,Conservative,,,7997,0
147614,45306,Sadie Smith,Liberal Democrat,,,2168,0
147615,45306,John Salvage,British National,,,1428,0
147616,45306,Kevin Walker,United Kingdom Independence,,,499,0
147617,45306,Baghwant Singh,Socialist Labour,,,396,0
147623,45308,Andrew Murrison,Conservative,12797,,21299,1
147624,45308,David Vigar,Liberal Democrat,,,16005,0
147625,45308,Sarah Cardy,Labour,,,10847,0
147626,45308,Charles Booth-Jones,United Kingdom Independence,,,1261,0
147627,45308,Bob Gledhill,Green,,,1216,0
147618,45307,Anthony Banks,Labour,12092,,20449,1
147619,45307,Syed Kamall,Conservative,,,4804,0
147620,45307,Paul Fox,Liberal Democrat,,,2166,0
147621,45307,Jackie Chandle Oatts,Green,,,1197,0
147622,45307,Gerard Batten,United Kingdom Independence,,,657,0
147633,45310,Tim Collins,Conservative,12688,,22486,1
147634,45310,Tim Farron,Liberal Democrat,,,19339,0
147635,45310,John Bateson,Labour,,,5234,0
147636,45310,Robert Gibson,United Kingdom Independence,,,552,0
147637,45310,Tim Bell,Independent,,,292,0
147652,45314,Roger Casale,Labour,12691,,18806,1
147653,45314,Stephen Hammond,Conservative,,,15062,0
147654,45314,Martin Pierce,Liberal Democrat,,,5341,0
147655,45314,Rajeev Thacker,Green,,,1007,0
147656,45314,Roger Glencross,Christian Peoples' Alliance,,,479,0
147657,45314,Mariana Bell,United Kingdom Independence,,,414,0
147638,45311,Brian J Cotter,Liberal Democrat,12689,,18424,1
147639,45311,John Penrose,Conservative,,,18086,0
147640,45311,Derek Kraft,Labour,,,9235,0
147641,45311,Bill Lukins,United Kingdom Independence,,,650,0
147642,45311,John Peverelle,Independent,,,206,0
147643,45311,Richard Sibley,Independent,,,79,0
147644,45312,Neil Turner,Labour,12712,,20739,1
147645,45312,Mark Page,Conservative,,,6996,0
147646,45312,Trevor Beswick,Liberal Democrat,,,4970,0
147647,45312,Dave Lowe,Socialist Alliance,,,886,0
147648,45313,James Gray,Conservative,12690,,24090,1
147649,45313,Hugh Pym,Liberal Democrat,,,20212,0
147650,45313,Jo Garton,Labour,,,7556,0
147651,45313,Neil Dowdney,United Kingdom Independence,,,1090,0
147720,45329,Tony Cunningham,Labour,12800,,23209,1
147721,45329,Tim Stoddart,Conservative,,,12359,0
147722,45329,Ian Francis,Liberal Democrat,,,5214,0
147723,45329,John Peacock,Legalise Cannabis Alliance,,,1040,0
147683,45321,John Redwood,Conservative,12284,,20216,1
147684,45321,Royce Longton,Liberal Democrat,,,14222,0
147685,45321,Matthew Syed,Labour,,,7633,0
147686,45321,Franklin Carstairs,United Kingdom Independence,,,897,0
147687,45321,Peter 'Top Cat' Owen,Monster Raving Loony,,,880,0
147667,45317,Ben Chapman,Labour,12693,,18890,1
147668,45317,Anthony Millard,Conservative,,,13841,0
147669,45317,Phillip Gilchrist,Liberal Democrat,,,7087,0
147679,45320,Humfrey Malins,Conservative,12035,,19747,1
147680,45320,Alan Hilliar,Liberal Democrat,,,12988,0
147681,45320,Sabir Hussain,Labour,,,8714,0
147682,45320,Michael Harvey,United Kingdom Independence,,,1461,0
147673,45319,David Cameron,Conservative,12798,,22153,1
147674,45319,Michael Bartlet,Labour,,,14180,0
147675,45319,Gareth Epps,Liberal Democrat,,,10000,0
147676,45319,Mark Stevenson,Green,,,1100,0
147677,45319,Barry Beadle,Independent,,,1003,0
147678,45319,Kenneth Dukes,United Kingdom Independence,,,767,0
147670,45318,Stephen Hesford,Labour,12694,,19105,1
147671,45318,Chris Lynch,Conservative,,,15070,0
147672,45318,Simon Holbrook,Liberal Democrat,,,6300,0
147696,45324,Robert Marris,Labour,12799,,19735,1
147697,45324,David Chambers,Conservative,,,16248,0
147698,45324,Mike Dixon,Liberal Democrat,,,3425,0
147699,45324,Wendy Walker,Green,,,805,0
147700,45324,Doug Hope,United Kingdom Independence,,,684,0
147715,45328,Michael Spicer,Conservative,11846,,20597,1
147716,45328,Mike Hadley,Liberal Democrat,,,15223,0
147717,45328,Waquar Azmi,Labour,,,6275,0
147718,45328,Ian Morris,United Kingdom Independence,,,1574,0
147719,45328,Malcolm Victory,Green,,,1138,0
147692,45323,Dennis Turner,Labour/Co-operative,12286,,18409,1
147693,45323,Adrian Pepper,Conservative,,,5945,0
147694,45323,Peter Wild,Liberal Democrat,,,2389,0
147695,45323,James Barry,National Front,,,554,0
147688,45322,Ken Purchase,Labour/Co-operative,12435,,18984,1
147689,45322,Maria Miller,Conservative,,,9019,0
147690,45322,Steven Bourne,Liberal Democrat,,,2494,0
147691,45322,Thomas McCartney,United Kingdom Independence,,,997,0
147711,45327,Peter Luff,Conservative,12438,,22937,1
147712,45327,David Bannister,Labour,,,12310,0
147713,45327,Robert Woodthorpe-Browne,Liberal Democrat,,,8420,0
147714,45327,Tony Eaves,United Kingdom Independence,,,1230,0
147707,45326,Michael Foster,Labour,12697,,21478,1
147708,45326,Richard Adams,Conservative,,,15712,0
147709,45326,Paul Chandler,Liberal Democrat,,,5578,0
147710,45326,Richard Chamings,United Kingdom Independence,,,1442,0
147701,45325,Liam Fox,Conservative,12436,,21297,1
147702,45325,Chanel Stevens,Labour,,,12499,0
147703,45325,Colin Eldridge,Liberal Democrat,,,11816,0
147704,45325,David Shopland,Independent,,,1412,0
147705,45325,Richard Lawson,Green,,,1282,0
147706,45325,Fraser Crean,United Kingdom Independence,,,452,0
144823,44753,David Crausby,Labour,12476,,21166,1
144824,44753,Michael Winstanley,Conservative,,,12744,0
144825,44753,Tim Perkins,Liberal Democrat,,,4004,0
144826,44753,Kenneth McIvor,Green,,,629,0
144827,44753,Lynne Lowe,Socialist Labour,,,407,0
144554,44699,Geoff Hoon,Labour,12312,,22875,1
144555,44699,Julian Leigh,Conservative,,,9607,0
144556,44699,Bill Smith,Liberal Democrat,,,4428,0
144557,44699,Melvin Harby,Independent,,,1471,0
144558,44699,George Watson,Socialist Alliance,,,589,0
144559,44699,Katrina Howse,Socialist Labour,,,380,0
144485,44686,Robert Smith,Liberal Democrat,12458,,16507,1
144486,44686,Tom Kerr,Conservative,,,11686,0
144487,44686,Kevin Hutchens,Labour,,,4669,0
144488,44686,John Green,Scottish National,,,4634,0
144489,44686,Alan Manley,Scottish Socialist,,,418,0
144620,44713,John Mann,Labour,12719,,21506,1
144621,44713,Alison Holley,Conservative,,,11758,0
144622,44713,Neil Taylor,Liberal Democrat,,,4942,0
144623,44713,Kevin Meloy,Socialist Labour,,,689,0
144480,44685,Anne Begg,Labour,12457,,14696,1
144481,44685,Ian Yuill,Liberal Democrat,,,10308,0
144482,44685,Moray Macdonald,Conservative,,,7098,0
144483,44685,Ian Angus,Scottish National,,,4293,0
144484,44685,David Watt,Scottish Socialist,,,495,0
147748,45335,Richard Taylor,Kidderminster Hospital and Health Concern,12803,,28487,1
147749,45335,David Lock,Labour,,,10857,0
147750,45335,Mark Simpson,Conservative,,,9350,0
147751,45335,James Millington,United Kingdom Independence,,,368,0
145491,44885,Tessa Jowell,Labour,12357,,20999,1
145492,44885,Nick Vineall,Conservative,,,8689,0
145493,44885,Caroline Pidgeon,Liberal Democrat,,,5806,0
145494,44885,Jenny Jones,Green,,,1914,0
145495,44885,Brian Kelly,Socialist Alliance,,,839,0
145158,44817,Simon Burns,Conservative,12192,,20446,1
145159,44817,Adrian Longden,Labour,,,14185,0
145160,44817,Stephen Robinson,Liberal Democrat,,,11197,0
145161,44817,Eleanor Burgess,Green,,,837,0
145162,44817,Ken Wedon,United Kingdom Independence,,,785,0
145163,44817,Christopher Philbin,Legalise Cannabis Alliance,,,693,0
147752,45336,Paul Goggins,Labour,12701,,21032,1
147753,45336,Susan Fildes,Conservative,,,8424,0
147754,45336,Vanessa Tucker,Liberal Democrat,,,4320,0
147755,45336,Lance Crookes,Green,,,869,0
147756,45336,Fred Shaw,Socialist Labour,,,410,0
144475,44684,Malcolm Savidge,Labour,12456,,13157,1
144476,44684,Alasdair Allan,Scottish National,,,8708,0
144477,44684,Jim Donaldson,Liberal Democrat,,,4991,0
144478,44684,Richard Cowling,Conservative,,,3047,0
144479,44684,Shona Forman,Scottish Socialist,,,454,0
147763,45338,Albert Owen,Labour,12805,,11906,1
147764,45338,Eilian Williams,Plaid Cymru,,,11106,0
147765,45338,Albie Fox,Conservative,,,7653,0
147766,45338,Nick Bennett,Liberal Democrat,,,2772,0
147767,45338,Francis Wykes,United Kingdom Independence,,,359,0
147768,45338,Nona Donald,Independent,,,222,0
147757,45337,David Laws,Liberal Democrat,12804,,21266,1
147758,45337,Marco Forgione,Conservative,,,17338,0
147759,45337,Joe Conway,Labour,,,7077,0
147760,45337,Neil Boxall,United Kingdom Independence,,,1131,0
147761,45337,Alex Begg,Green,,,786,0
147762,45337,Tony Prior,Liberal,,,534,0
144463,44682,Hywel Francis,Labour,12713,,19063,1
144464,44682,Lisa Turnbull,Plaid Cymru,,,2955,0
144465,44682,Chris Davies,Liberal Democrat,,,2933,0
144466,44682,Ali Miraj,Conservative,,,2296,0
144467,44682,Andrew Tutton,Rate Payers,,,1960,0
144468,44682,Captain Beany,New Millennium Bean,,,727,0
144469,44682,Martin Chapman,Socialist Alliance,,,256,0
144470,44683,Frank Doran,Labour,12167,,12025,1
144471,44683,Wayne Gault,Scottish National,,,5379,0
144472,44683,Eleanor Anderson,Liberal Democrat,,,4547,0
144473,44683,Stewart Whyte,Conservative,,,3761,0
144474,44683,Andy Cumbers,Scottish Socialist,,,717,0
147776,45340,Greg Knight,Conservative,12039,,19861,1
147777,45340,Tracey Simpson-Laing,Labour,,,15179,0
147778,45340,Mary-Rose Hardy,Liberal Democrat,,,6300,0
147779,45340,Trevor Pearson,United Kingdom Independence,,,1661,0
147780,45340,Paul Dessoy,Independent,,,313,0
147769,45339,Hugh Bayley,Labour,12439,,25072,1
147770,45339,Michael McIntyre,Conservative,,,11293,0
147771,45339,Andrew Waller,Liberal Democrat,,,8519,0
147772,45339,Bill Shaw,Green,,,1465,0
147773,45339,Frank Ormston,Socialist Alliance,,,674,0
147774,45339,Richard Bate,United Kingdom Independence,,,576,0
147775,45339,Graham Cambridge,Monster Raving Loony,,,381,0
144519,44692,Judy Mallaber,Labour,12460,,23101,1
144520,44692,Gillian Shaw,Conservative,,,15874,0
144521,44692,Kate Smith,Liberal Democrat,,,5538,0
144490,44687,Helen Liddell,Labour,11039,,18478,1
144491,44687,Alison Lindsay,Scottish National,,,6138,0
144492,44687,John Love,Liberal Democrat,,,2376,0
144493,44687,Gordon McIntosh,Conservative,,,1960,0
144494,44687,Mary Dempsey,Scottish Unionist,,,1439,0
144495,44687,Kenny McGuigan,Scottish Socialist,,,1171,0
144496,44687,Christopher Herriot,Socialist Labour,,,174,0
144504,44689,Richard Shepherd,Conservative,11876,,18974,1
144505,44689,Ian Geary,Labour,,,15206,0
144506,44689,Monica Howes,Liberal Democrat,,,3251,0
144507,44689,John Rothery,Socialist Alliance,,,379,0
144550,44698,Howard Flight,Conservative,12461,,23969,1
144551,44698,Derek Deedman,Liberal Democrat,,,10265,0
144552,44698,Charles Taylor,Labour,,,9488,0
144553,44698,Robert Perrin,United Kingdom Independence,,,2167,0
144497,44688,Gerald Howarth,Conservative,12027,,19106,1
144498,44688,Adrian Collett,Liberal Democrat,,,12542,0
144499,44688,Luke Akehurst,Labour,,,11391,0
144500,44688,Derek Rumsey,United Kingdom Independence,,,797,0
144501,44688,Adam Stacey,Green,,,630,0
144502,44688,Arthur Pendragon,Independent,,,459,0
144503,44688,Alan Hope,Monster Raving Loony,,,390,0
144508,44690,Graham Brady,Conservative,12459,,20113,1
144509,44690,Janet Baugh,Labour,,,17172,0
144510,44690,Christopher Gaskell,Liberal Democrat,,,6283,0
144511,44691,Mark Tami,Labour,12714,,18525,1
144512,44691,Mark Isherwood,Conservative,,,9303,0
144513,44691,Derek Burnham,Liberal Democrat,,,4585,0
144514,44691,Richard Coombs,Plaid Cymru,,,1182,0
144515,44691,Klaus Armstrong-Braun,Green,,,881,0
144516,44691,William Crawford,United Kingdom Independence,,,481,0
144517,44691,Max Cooksey,Independent,,,253,0
144518,44691,Glyn Davies,Communist of Britain,,,211,0
144534,44695,Ian Paisley,Democratic Unionist,11358,,24539,1
144535,44695,Lexie Scott,Ulster Unionist,,,10315,0
144536,44695,Sean Farren,Social Democratic and Labour,,,8283,0
144537,44695,John Kelly,Sinn Féin,,,4822,0
144538,44695,Jayne Dunlop,Alliance,,,1258,0
144522,44693,Michael Weir,Scottish National,12715,,12347,1
144523,44693,Marcus Booth,Conservative,,,8736,0
144524,44693,Ian McFatridge,Labour,,,8183,0
144525,44693,Peter Nield,Liberal Democrat,,,5015,0
144526,44693,Bruce Wallace,Scottish Socialist,,,732,0
145849,44954,Michael Martin,The Speaker,11934,,16053,1
145850,44954,Sandy Bain,Scottish National,,,4675,0
145851,44954,Carolyn Leckie,Scottish Socialist,,,1879,0
145852,44954,Daniel Houston,Scottish Unionist,,,1289,0
145853,44954,Richard Silvester,Independent,,,208,0
144545,44697,Alan Reid,Liberal Democrat,12717,,9245,1
144546,44697,Hugh Raven,Labour,,,7592,0
144547,44697,David Petrie,Conservative,,,6436,0
144548,44697,Agnes Samuel,Scottish National,,,6433,0
144549,44697,Des Divers,Scottish Socialist,,,1251,0
144527,44694,Roy Beggs,Ulster Unionist,12000,,13101,1
144528,44694,Sammy Wilson,Democratic Unionist,,,12973,0
144529,44694,John Mathews,Alliance,,,4483,0
144530,44694,Danny O'Connor,Social Democratic and Labour,,,2641,0
144531,44694,Robert Mason,Independent,,,1092,0
144532,44694,Jeanette Graffin,Sinn Féin,,,903,0
144533,44694,Alan Greer,Conservative,,,807,0
144539,44696,David Burnside,Ulster Unionist,12716,,16366,1
144540,44696,Robert McCrea,Democratic Unionist,,,15355,0
144541,44696,Sean McKee,Social Democratic and Labour,,,5336,0
144542,44696,Martin Meehan,Sinn Féin,,,4160,0
144543,44696,David Ford,Alliance,,,1969,0
144544,44696,Norman Boyd,Northern Ireland Unionist,,,972,0
144560,44700,Damien Green,Conservative,12462,,22739,1
144561,44700,John Adams,Labour,,,15380,0
144562,44700,Keith Fitchett,Liberal Democrat,,,7236,0
144563,44700,Richard Boden,Green,,,1353,0
144564,44700,David Waller,United Kingdom Independence,,,1229,0
144585,44705,Alex Salmond,Scottish National,12169,,16710,1
144586,44705,Alexander Wallace,Conservative,,,6207,0
144587,44705,Edward Harris,Labour,,,4363,0
144588,44705,Douglas Herbison,Liberal Democrat,,,2769,0
144589,44705,Alice Rowan,Scottish Socialist,,,447,0
144590,44705,Eric Davidson,United Kingdom Independence,,,310,0
144570,44702,David Lidington,Conservative,12313,,23230,1
144571,44702,Peter Jones,Liberal Democrat,,,13221,0
144572,44702,Keith White,Labour,,,11388,0
144573,44702,Justin Harper,United Kingdom Independence,,,1248,0
144616,44712,Andrew Hunter,Conservative,12006,,20490,1
144617,44712,Jon Hartley,Labour,,,19610,0
144618,44712,Steve Sollitt,Liberal Democrat,,,6693,0
144619,44712,Kim-Elisbeth Graham,United Kingdom Independence,,,1202,0
144565,44701,David Heyes,Labour,12718,,22340,1
144566,44701,Tim Charlesworth,Conservative,,,6822,0
144567,44701,Kate Fletcher,Liberal Democrat,,,4237,0
144568,44701,Roger Woods,British National,,,1617,0
144569,44701,Nigel Rolland,Green,,,748,0
144580,44704,Anthony Baldry,Conservative,12002,,23271,1
144581,44704,Leslie Sibley,Labour,,,18052,0
144582,44704,Tony Worgan,Liberal Democrat,,,8216,0
144583,44704,Bevis Cotton,Green,,,1281,0
144584,44704,Stephen Harris,United Kingdom Independence,,,695,0
144574,44703,Sandra Osborne,Labour,12463,,16801,1
144575,44703,Phil Gallie,Conservative,,,14256,0
144576,44703,Jim Mather,Scottish National,,,4621,0
144577,44703,Stuart Ritchie,Liberal Democrat,,,2089,0
144578,44703,James Stewart,Scottish Socialist,,,692,0
144579,44703,Joseph Smith,United Kingdom Independence,,,101,0
145883,44961,Austin Mitchell,Labour,11859,,19118,1
145884,44961,James Cousins,Conservative,,,7634,0
145885,44961,Andrew d'Freitas,Liberal Democrat,,,6265,0
144599,44708,Jeff Ennis,Labour,12453,,21945,1
144600,44708,Sharron Brook,Liberal Democrat,,,5156,0
144601,44708,Matthew Offord,Conservative,,,4024,0
144602,44708,Terry Robinson,Socialist Labour,,,722,0
144603,44708,George Savage,United Kingdom Independence,,,662,0
144611,44711,Angela Smith,Labour/Co-operative,12464,,21551,1
144612,44711,Dominic Schofield,Conservative,,,13813,0
144613,44711,Jane Smithard,Liberal Democrat,,,3691,0
144614,44711,Frank Mallon,United Kingdom Independence,,,1397,0
144615,44711,Dick Duane,Socialist Alliance,,,423,0
144595,44707,Eric Illsley,Labour,12170,,19181,1
144596,44707,Alan Hartley,Liberal Democrat,,,4051,0
144597,44707,Ian McCord,Conservative,,,3608,0
144598,44707,Henry Rajch,Socialist Alliance,,,703,0
144591,44706,Margaret Hodge,Labour,12440,,15302,1
144592,44706,Mike Weatherley,Conservative,,,5768,0
144593,44706,Anura Keppetipola,Liberal Democrat,,,2450,0
144594,44706,Mark Toleman,British National,,,1606,0
144607,44710,John Hutton,Labour,12316,,21724,1
144608,44710,James Airey,Conservative,,,11835,0
144609,44710,Barry Rabone,Liberal Democrat,,,4750,0
144610,44710,John Smith,United Kingdom Independence,,,711,0
144604,44709,Michael Clapham,Labour,12315,,20244,1
144605,44709,William Rowe,Conservative,,,7892,0
144606,44709,Miles Crompton,Liberal Democrat,,,6428,0
144705,44729,James Cran,Conservative,12172,,19168,1
144706,44729,Pippa Langford,Labour,,,18387,0
